vendor,model,category,end_of_sale,end_of_support,end_of_life,recommended_replacement,advisory_url
NetApp,TEMPLATE-NETAPP-Storage-1839,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1840,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1841,Server,,,,,
HPE,TEMPLATE-HPE-Server-1842,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1843,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1844,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1845,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1846,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1847,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1848,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1849,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1850,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1851,Server,,,,,
HPE,TEMPLATE-HPE-Server-1852,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1853,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1854,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1855,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1856,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1857,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1858,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1859,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1860,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1861,Server,,,,,
HPE,TEMPLATE-HPE-Server-1862,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1863,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1864,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1865,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1866,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1867,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1868,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1869,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1870,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1871,Server,,,,,
HPE,TEMPLATE-HPE-Server-1872,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1873,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1874,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1875,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1876,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1877,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1878,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1879,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1880,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1881,Server,,,,,
HPE,TEMPLATE-HPE-Server-1882,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1883,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1884,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1885,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1886,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1887,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1888,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1889,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1890,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1891,Server,,,,,
HPE,TEMPLATE-HPE-Server-1892,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1893,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1894,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1895,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1896,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1897,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1898,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1899,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1900,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1901,Server,,,,,
HPE,TEMPLATE-HPE-Server-1902,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1903,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1904,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1905,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1906,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1907,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1908,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1909,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1910,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1911,Server,,,,,
HPE,TEMPLATE-HPE-Server-1912,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1913,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1914,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1915,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1916,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1917,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1918,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1919,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1920,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1921,Server,,,,,
HPE,TEMPLATE-HPE-Server-1922,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1923,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1924,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1925,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1926,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1927,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1928,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1929,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1930,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1931,Server,,,,,
HPE,TEMPLATE-HPE-Server-1932,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1933,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1934,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1935,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1936,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1937,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1938,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1939,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1940,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1941,Server,,,,,
HPE,TEMPLATE-HPE-Server-1942,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1943,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1944,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1945,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1946,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1947,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1948,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1949,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1950,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1951,Server,,,,,
HPE,TEMPLATE-HPE-Server-1952,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1953,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1954,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1955,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1956,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1957,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1958,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1959,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1960,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1961,Server,,,,,
HPE,TEMPLATE-HPE-Server-1962,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1963,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1964,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1965,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1966,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1967,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1968,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1969,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1970,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1971,Server,,,,,
HPE,TEMPLATE-HPE-Server-1972,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1973,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1974,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1975,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1976,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1977,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1978,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1979,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1980,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1981,Server,,,,,
HPE,TEMPLATE-HPE-Server-1982,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1983,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1984,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1985,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1986,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1987,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1988,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1989,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1990,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1991,Server,,,,,
HPE,TEMPLATE-HPE-Server-1992,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1993,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1994,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1995,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1996,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1997,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1998,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1999,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2000,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2001,Server,,,,,
HPE,TEMPLATE-HPE-Server-2002,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2003,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2004,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2005,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2006,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2007,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2008,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2009,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2010,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2011,Server,,,,,
HPE,TEMPLATE-HPE-Server-2012,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2013,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2014,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2015,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2016,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2017,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2018,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2019,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2020,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2021,Server,,,,,
HPE,TEMPLATE-HPE-Server-2022,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2023,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2024,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2025,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2026,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2027,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2028,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2029,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2030,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2031,Server,,,,,
HPE,TEMPLATE-HPE-Server-2032,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2033,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2034,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2035,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2036,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2037,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2038,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2039,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2040,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2041,Server,,,,,
HPE,TEMPLATE-HPE-Server-2042,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2043,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2044,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2045,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2046,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2047,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2048,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2049,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2050,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2051,Server,,,,,
HPE,TEMPLATE-HPE-Server-2052,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2053,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2054,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2055,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2056,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2057,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2058,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2059,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2060,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2061,Server,,,,,
HPE,TEMPLATE-HPE-Server-2062,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2063,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2064,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2065,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2066,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2067,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2068,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2069,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2070,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2071,Server,,,,,
HPE,TEMPLATE-HPE-Server-2072,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2073,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2074,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2075,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2076,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2077,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2078,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2079,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2080,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2081,Server,,,,,
HPE,TEMPLATE-HPE-Server-2082,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2083,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2084,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2085,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2086,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2087,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2088,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2089,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2090,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2091,Server,,,,,
HPE,TEMPLATE-HPE-Server-2092,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2093,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2094,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2095,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2096,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2097,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2098,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2099,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2100,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2101,Server,,,,,
HPE,TEMPLATE-HPE-Server-2102,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2103,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2104,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2105,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2106,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2107,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2108,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2109,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2110,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2111,Server,,,,,
HPE,TEMPLATE-HPE-Server-2112,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2113,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2114,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2115,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2116,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2117,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2118,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2119,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2120,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2121,Server,,,,,
HPE,TEMPLATE-HPE-Server-2122,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2123,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2124,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2125,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2126,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2127,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2128,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2129,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2130,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2131,Server,,,,,
HPE,TEMPLATE-HPE-Server-2132,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2133,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2134,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2135,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2136,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2137,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2138,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2139,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2140,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2141,Server,,,,,
HPE,TEMPLATE-HPE-Server-2142,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2143,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2144,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2145,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2146,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2147,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2148,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2149,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2150,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2151,Server,,,,,
HPE,TEMPLATE-HPE-Server-2152,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2153,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2154,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2155,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2156,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2157,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2158,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2159,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2160,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2161,Server,,,,,
HPE,TEMPLATE-HPE-Server-2162,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2163,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2164,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2165,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2166,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2167,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2168,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2169,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2170,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2171,Server,,,,,
HPE,TEMPLATE-HPE-Server-2172,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2173,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2174,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2175,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2176,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2177,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2178,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2179,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2180,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2181,Server,,,,,
HPE,TEMPLATE-HPE-Server-2182,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2183,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2184,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2185,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2186,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2187,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2188,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2189,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2190,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2191,Server,,,,,
HPE,TEMPLATE-HPE-Server-2192,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2193,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2194,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2195,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2196,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2197,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2198,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2199,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2200,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2201,Server,,,,,
HPE,TEMPLATE-HPE-Server-2202,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2203,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2204,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2205,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2206,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2207,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2208,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2209,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2210,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2211,Server,,,,,
HPE,TEMPLATE-HPE-Server-2212,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2213,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2214,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2215,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2216,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2217,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-2218,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-2219,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-2220,Switch,,,,,
Dell,TEMPLATE-DELL-Server-2221,Server,,,,,
HPE,TEMPLATE-HPE-Server-2222,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-2223,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-2224,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-2225,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-2226,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-2227,Server,,,,,
